ArtistName,ArtistUniqueID ,ArtistNationality,ArtistGender,ArtistRace,ArtistEthnicity,TitleofWork,EditionNumber,YearofPublication,PartinText,ChapterTitle,StartDateofWork,EndDateofWork,Circa,Medium,HeightofActualWork(in),HeightofActualWork(cm),WidthofActualWork(in),WidthofActualWork(cm),HeightofWorkinJanson(in inches),HeightofWorkinJanson(cm),WidthofWorkinJanson(in),WidthofWorkinJanson(cm),LengthofText(in),LengthofText(cm),WidthofText(in),WidthofText(cm),AreaActualWork(cm^2),AreaWorkinJanson(cm^2),AreaTextinJanson(cm^2),AreaRatioWork/Figure,WorkinTextinColor,LocationasCataloguedinJanson,,,,,
Frank Stella,78,American,Male,White,Not Hispanic or Latinx,Empress of India,7,2007,4,Postwar to Postmodern,1965,1965,0,Metallic powder in polymer emulsion on canvas,77,195.58,224,568.96,2.75,6.985,7.5,19.05,6.125,15.5575,3.5,8.89,111277.1968,133.06425,138.306175,836.2666667,1,"The Museum of Modern Art, New York, NY, US",,,,,
Frank Stella,78,American,Male,White,Not Hispanic or Latinx,Empress of India,8,2011,4,Postwar to Postmodern,1965,1965,0,Metallic powder in polymer emulsion on canvas,77,195.58,216,548.64,3.125,7.9375,8.5,21.59,5.75,14.605,3.5,8.89,107303.0112,171.370625,129.83845,626.1458824,1,"The Museum of Modern Art, New York, NY, US",,,,,
Frank Stella ,78,American,Male,White,Not Hispanic or Latinx,Empress of India,2,1977,4,Twentieth-Century Painting and Sculpture,1965,1965,0,Metallic powder in polmer emulsion,77,195.58,224,568.96,3.5,8.89,10.25,26.035,4,10.16,3.25,8.255,111277.1968,231.45115,83.8708,480.7804878,1,"Collection Irving Blum, Los Angeles, CA, US",,,,,
Frank Stella ,78,American,Male,White,Not Hispanic or Latinx,Empress of India,3,1986,4,Twentieth-Century Painting and Sculpture,1965,1965,0,Metallic powder in polymer emulsion,77,195.58,224,568.96,10.25,26.035,3.5,8.89,4,10.16,3.5,8.89,111277.1968,231.45115,90.3224,480.7804878,1,"Collection Irving Blum, Los Angeles, CA, US",,,,,
Frank Stella ,78,American,Male,White,Not Hispanic or Latinx,Empress of India,4,1991,4,Twentieth-Century Painting  ,1965,1965,0,Metallic powder in polymer emulsion,75,190.5,224,568.96,2.5,6.35,7.125,18.0975,3.25,8.255,3.5,8.89,108386.88,114.919125,73.38695,943.1578947,1,"The Museum of Modern Art, New York, NY, US",,,,,
Frantisek Kupka,79,Czech,Male,White,Not Hispanic or Latinx,Disks of Newton (Study for Fugue in Two Colors),7,2007,4,Towards Abstraction: The Modernist Revolution,1911,1912,0,Oil on canvas,39.375,100.0125,29,73.66,9.5,24.13,6.875,17.4625,5,12.7,3.5,8.89,7366.92075,421.370125,112.903,17.48325359,1,"Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Franz Marc,80,German,Male,White,Not Hispanic or Latinx,"Animal Destinies (The Trees Showed Their Rings, The Animals Their Arteries)",5,1995,4,Twentieth-Century Painting  ,1913,1913,0,Oil on canvas,76.5,194.31,105,266.7,4.25,10.795,5.625,14.2875,4.5,11.43,3.5,8.89,51822.477,154.2335625,101.6127,336,1,"Öffentliche Kunstsammlung, Kunstmuseum, Basel",,,,,
Franz Marc,80,German,Male,White,Not Hispanic or Latinx,"Animal Destinies (The Trees Showed Their Rings, The Animals Their Arteries)",6,2001,4,Twentieth-Century Painting  ,1913,1913,0,Oil on canvas,76.5,194.31,103,261.62,4.125,10.4775,5.625,14.2875,4.5,11.43,3.5,8.89,50835.3822,149.6972813,101.6127,339.5878788,1,"Öffentliche Kunstsammlung Basel, Kunstmuseum, Switzerland",,,,,
Franz Marc,80,German,Male,White,Not Hispanic or Latinx,"Animal Destinies (The Trees Showed Their Rings, The Animals Their Arteries)",7,2007,4,Towards Abstraction: The Modernist Revolution,1913,1913,0,Oil on canvas,76.5,194.31,103,261.62,3.625,9.2075,5,12.7,4.5,11.43,3.5,8.89,50835.3822,116.93525,101.6127,434.7310345,1,"Öffentliche Kunstsammlung Basel, Kunstmuseum, Switzerland",,,,,
Franz Marc,80,German,Male,White,Not Hispanic or Latinx,"Animal Destinies (The Trees Showed Their Rings, The Animals Their Arteries)",8,2011,4,Towards Abstraction: The Modernist Revolution,1913,1913,0,Oil on canvas,76.5,194.31,105,266.7,4.375,11.1125,5.875,14.9225,8.25,20.955,3.5,8.89,51822.477,165.8262813,186.28995,312.5106383,1,"Öffentliche Kunstsammlung Basel, Kunstmuseum, Switzerland",,,,,
Frederic Edwin Church,81,American,Male,White,Not Hispanic or Latinx,Twilight in the Wilderness,8,2011,4,Art in the Age of the Romanticism,1860,1860,0,Oil on canvas,40,101.6,64,162.56,4.625,11.7475,7.625,19.3675,9.5,24.13,3.5,8.89,16516.096,227.5197063,214.5157,72.5919362,1,"The Cleveland Museum of Art, Cleveland, OH, US",,,,,
Frida Kahlo,82,Mexican,Female,White,Hispanic or Latinx,Self-Portrait with Thorn Necklace,5,1995,4,Twentieth-Century Painting  ,1940,1940,0,Oil on canvas,24.5,62.23,18.75,47.625,4.375,11.1125,3.375,8.5725,4,10.16,3.5,8.89,2963.70375,95.26190625,90.3224,31.11111111,1,"Harry Ransom Humanities Research Center, The University of Texas at Austin, TX, US",,,,,
Frida Kahlo,82,Mexican,Female,White,Hispanic or Latinx,Self-Portrait with Thorn Necklace,6,2001,4,Twentieth-Century Painting  ,1940,1940,0,Oil on canvas,24.5,62.23,18.75,47.625,4.375,11.1125,3.25,8.255,3.875,9.8425,3.5,8.89,2963.70375,91.7336875,87.499825,32.30769231,1,"Harry Ransom Research Center, University of Texas at Austin, TX, US",,,,,
Frida Kahlo,82,Mexican,Female,White,Hispanic or Latinx,The Two Fridas,7,2007,4,Art Between the Wars,1939,1939,0,Oil on canvas,68.5,173.99,68.5,173.99,5.25,13.335,5,12.7,6.75,17.145,3.5,8.89,30272.5201,169.3545,152.41905,178.752381,1,"Museo de Arte Moderno, Instituto Nacional de Bellas Arts, Mexico City",,,,,
Frida Kahlo,82,Mexican,Female,White,Hispanic or Latinx,The Two Fridas,8,2011,4,Art Between the Wars,1939,1939,0,Oil on canvas,68.5,173.99,68.5,173.99,5.5,13.97,5.375,13.6525,7,17.78,3.5,8.89,30272.5201,190.725425,158.0642,158.7230444,1,"Museo de Arte Moderno, Instituto Nacional de Bellas Artes, Mexico City",,,,,
Friedrich Overbeck,83,German,Male,White,Not Hispanic or Latinx,Italia and Germania,5,1995,4,Neoclassicism and Romanticism,1811,1828,0,Oil on canvas,37.75,95.885,41.875,106.3625,3.125,7.9375,3.5,8.89,1.75,4.445,3.5,8.89,10198.56831,70.564375,39.51605,144.5285714,1,"Bayerische Staatsgemäldesammlungen, Neue Pinakothek, Munich, Germany",,,,,
Friedrich Overbeck,83,German,Male,White,Not Hispanic or Latinx,Italia and Germania,6,2001,4,Neoclassicism and Romanticism,1811,1828,0,Oil on canvas,37.75,95.885,41.875,106.3625,3.125,7.9375,3.5,8.89,1.75,4.445,3.5,8.89,10198.56831,70.564375,39.51605,144.5285714,1,"Bayerische Staatsgemäldesammlungen, Neue Pinakothek, Munich, Germany",,,,,
Gavin Hamilton,84,Scottish,Male,White,Not Hispanic or Latinx,Andromache Bewailing the Death of Hector,7,2007,4,Art in the Age of the Enlightenment,1764,1764,0,Engraving,N/A,#VALUE!,N/A,#VALUE!,3.75,9.525,5.625,14.2875,5.25,13.335,3.5,8.89,#VALUE!,136.0884375,118.54815,#VALUE!,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
Gavin Hamilton,84,Scottish,Male,White,Not Hispanic or Latinx,Andromache Bewailing the Death of Hector,8,2011,4,Art in the Age of the Enlightenment,1764,1764,0,Engraving,N/A,#VALUE!,N/A,#VALUE!,3.75,9.525,5.75,14.605,6,15.24,3.5,8.89,#VALUE!,139.112625,135.4836,#VALUE!,0,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Bellows,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,3,1986,4,Twentieth-Century Painting and Sculpture,1901,1901,0,Oil on canvas,36.25,92.075,48.25,122.555,2.75,6.985,3.5,8.89,4.25,10.795,3.5,8.89,11284.25163,62.09665,95.96755,181.7207792,0,"The Cleveland Museum of Art, Cleveland, OH, US",,,,,
George Bellows,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,4,1991,4,Twentieth-Century Painting  ,1909,1909,0,Oil on canvas,36.25,92.075,48.25,122.555,2.625,6.6675,3.5,8.89,2.375,6.0325,3.5,8.89,11284.25163,59.274075,53.628925,190.3741497,1,"The Cleveland Museum of Art, Cleveland, OH, US",,,,,
George Bellows,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,5,1995,4,Twentieth-Century Painting  ,1909,1909,0,Oil on canvas,36.25,92.075,48.25,122.555,2.625,6.6675,3.375,8.5725,2.375,6.0325,3.5,8.89,11284.25163,57.15714375,53.628925,197.4250441,1,"The Cleveland Museum of Art, Cleveland, OH, US",,,,,
George Bellows,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,6,2001,4,Twentieth-Century Painting  ,1909,1909,0,Oil on canvas,36.25,92.075,48.25,122.555,2.625,6.6675,3.375,8.5725,2.25,5.715,3.5,8.89,11284.25163,57.15714375,50.80635,197.4250441,1,"The Cleveland Museum of Art, Cleveland, OH, US",,,,,
George Bellows,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,7,2007,4,Towards Abstraction: The Modernist Revolution,1909,1909,0,Oil on canvas,36.25,92.075,48.25,122.555,2.875,7.3025,3.75,9.525,3.25,8.255,3.5,8.89,11284.25163,69.5563125,73.38695,162.2318841,1,"The Cleveland Museum of Art, Cleveland, OH, US",,,,,
George Caleb Bingham,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1,1963,4,Neoclassicism and Romanticism,1845,1845,1,Oil on canvas,29,73.66,36,91.44,3,7.62,3.75,9.525,1.25,3.175,3.25,8.255,6735.4704,72.5805,26.209625,92.8,0,"The Metropolitan Museum of Art, New York, NY, US",,,,,
George Caleb Bingham,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1.1,1969,4,Neoclassicism and Romanticism,1845,1845,1,Oil on canvas,29,73.66,36,91.44,3,7.62,3.75,9.525,1.25,3.175,3.25,8.255,6735.4704,72.5805,26.209625,92.8,0,"The Metropolitan Museum of Art, New York, NY, US",,,,,
George Caleb Bingham,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,2,1977,4,Neoclassicism and Romanticism,1845,1845,1,Oil on canvas,29,73.66,36,91.44,7.5,19.05,9.5,24.13,1.75,4.445,3.25,8.255,6735.4704,459.6765,36.693475,14.65263158,1,"The Metropolitan Museum of Art, New York, NY, US",,,,,
George Caleb Bingham,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,3,1986,4,Neoclassicism and Romanticism,1845,1845,1,Oil on canvas,29,73.66,36,91.44,7.5,19.05,9.5,24.13,2.75,6.985,3.5,8.89,6735.4704,459.6765,62.09665,14.65263158,1,"The Metropolitan Museum of Art, New York, NY, US",,,,,
George Caleb Bingham,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,4,1991,4,Neoclassicism and Romanticism,1845,1845,1,Oil on canvas,29,73.66,36,91.44,5.125,13.0175,6.5,16.51,3.25,8.255,3.5,8.89,6735.4704,214.918925,73.38695,31.33958724,1,"The Metropolitan Museum of Art, New York, NY, US",,,,,
George Caleb Bingham,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,5,1995,4,Neoclassicism and Romanticism,1845,1845,1,Oil on canvas,29,73.66,36.5,92.71,5.125,13.0175,6.5,16.51,3.5,8.89,3.5,8.89,6829.0186,214.918925,79.0321,31.77485929,1,"The Metropolitan Museum of Art, New York, NY, US",,,,,
George Caleb Bingham,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,6,2001,4,Neoclassicism and Romanticism,1845,1845,1,Oil on canvas,29,73.66,36.5,92.71,5.125,13.0175,6.675,16.9545,3,7.62,3.5,8.89,6829.0186,220.7052038,67.7418,30.94181054,1,"The Metropolitan Museum of Art, New York, NY, US",,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1,1963,4,Twentieth-Century Painting and Sculpture,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.125,13.0175,3.25,8.255,1.75,4.445,3.25,8.255,#VALUE!,107.4594625,36.693475,#VALUE!,0,Location Unknown,,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1.1,1969,4,Twentieth-Century Painting and Sculpture,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.125,13.0175,3.25,8.255,1.75,4.445,3.25,8.255,#VALUE!,107.4594625,36.693475,#VALUE!,0,Location Unknown,,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",2,1977,4,Twentieth-Century Painting and Sculpture,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.125,13.0175,3.25,8.255,1.25,3.175,3.25,8.255,#VALUE!,107.4594625,26.209625,#VALUE!,0,"Formerly Collection Garvens, Hanover, Germany",,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",3,1986,4,Twentieth-Century Painting and Sculpture,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.125,13.0175,3.25,8.255,1.5,3.81,3.5,8.89,#VALUE!,107.4594625,33.8709,#VALUE!,0,"Formerly Collection Garvens, Hanover, Germany",,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",4,1991,4,Twentieth-Century Painting  ,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.125,13.0175,3.25,8.255,2.25,5.715,3.5,8.89,#VALUE!,107.4594625,50.80635,#VALUE!,0,"Formerly Collection Garvens, Hanover, Germany",,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",5,1995,4,Twentieth-Century Painting  ,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.25,13.335,3.25,8.255,1.75,4.445,3.5,8.89,#VALUE!,110.080425,39.51605,#VALUE!,1,"Formerly Collection Garvens, Hanover, Germany",,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",6,2001,4,Twentieth-Century Painting  ,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.25,13.335,3.25,8.255,2.75,6.985,3.5,8.89,#VALUE!,110.080425,62.09665,#VALUE!,1,"Formerly Collection Garvens, Hannover, Germany",,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, A Winter's Tale",7,2007,4,Art Between the Wars,1918,1918,0,N/A,N/A,#VALUE!,N/A,#VALUE!,6.125,15.5575,3.875,9.8425,3.5,8.89,3.5,8.89,#VALUE!,153.1246938,79.0321,#VALUE!,1,"Formerly Collection Garvens, Hannover, Germany. Whereabouts unknown",,,,,
George Grosz,87,German,Male,White,Not Hispanic or Latinx,"Germany, A Winter's Tale",8,2011,4,Art Between the Wars,1918,1918,0,Oil on canvas,N/A,#VALUE!,N/A,#VALUE!,5.875,14.9225,3.625,9.2075,3.5,8.89,3.5,8.89,#VALUE!,137.3989188,79.0321,#VALUE!,1,"Formerly Collection Garvens, Hannover, Germany. Whereabouts unknown",,,,,
George Inness,88,American,Male,White,Not Hispanic or Latinx,The Rainbow,5,1995,4,Realism and Impressionism,1878,1879,1,Oil on canvas,30.25,76.835,45.25,114.935,3.25,8.255,4.75,12.065,3.25,8.255,3.5,8.89,8831.030725,99.596575,73.38695,88.66801619,1,"Indianapolis Museum of Art, Indianapolis, IN, US",,,,,
George Inness,88,American,Male,White,Not Hispanic or Latinx,The Rainbow,6,2001,4,Realism and Impressionism,1878,1879,1,Oil on canvas,30.25,76.835,45.25,114.935,3.125,7.9375,4.75,12.065,3.375,8.5725,3.5,8.89,8831.030725,95.7659375,76.209525,92.21473684,1,Indianapolis Museum of Art,,,,,
George Inness,88,American,Male,White,Not Hispanic or Latinx,The Trout Brook,7,2007,4,"Progress and Its Discontents: Post-Impressionism, Symbolism, and Art Nouveau",1891,1891,0,Oil on canvas,30.25,76.835,45.25,114.935,2.5,6.35,3.875,9.8425,3,7.62,3.5,8.89,8831.030725,62.499875,67.7418,141.2967742,1,"The Newark Museum, New Jersey, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1,1963,4,Neoclassicism and Romanticism,1770,1770,0,Painting in enamel colors,40.125,101.9175,50.5,128.27,3,7.62,3.75,9.525,3,7.62,3.25,8.255,13072.95773,72.5805,62.9031,180.1166667,0,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1.1,1969,4,Neoclassicism and Romanticism,1770,1770,0,Painting in enamel colors,40.125,101.9175,50.5,128.27,3,7.62,3.75,9.525,3,7.62,3.25,8.255,13072.95773,72.5805,62.9031,180.1166667,0,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,2,1977,4,Neoclassicism and Romanticism,1770,1770,0,Painting in enamel colors,40.125,101.9175,50.5,128.27,9.5,24.13,7.25,18.415,3,7.62,3.25,8.255,13072.95773,444.35395,62.9031,29.42014519,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,3,1986,4,Neoclassicism and Romanticism,1770,1770,0,Oil on canvas,40.125,101.9175,50.5,128.27,7.25,18.415,9.5,24.13,2.75,6.985,3.5,8.89,13072.95773,444.35395,62.09665,29.42014519,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,4,1991,4,Neoclassicism and Romanticism,1770,1770,,Oil on canvas,40.125,101.9175,50.25,127.635,3.625,9.2075,4.5,11.43,4.75,12.065,3.5,8.89,13008.24011,105.241725,107.25785,123.6034483,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,5,1995,4,Neoclassicism and Romanticism,1770,1770,0,Oil on canvas,40.125,101.9175,50.25,127.635,3.625,9.2075,4.5,11.43,4.5,11.43,3.5,8.89,13008.24011,105.241725,101.6127,123.6034483,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,6,2001,4,Neoclassicism and Romanticism,1770,1770,0,Oil on canvas,40.125,101.9175,50.25,127.635,3.5,8.89,4.5,11.43,4.5,11.43,3.5,8.89,13008.24011,101.6127,101.6127,128.0178571,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,7,2007,4,Art in the Age of the Enlightenment,1770,1770,0,Oil on canvas,38,96.52,49.5,125.73,4.125,10.4775,5.25,13.335,4.5,11.43,3.5,8.89,12135.4596,139.7174625,101.6127,86.85714286,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
George Stubbs,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,8,2011,4,Art in the Age of the Enlightenment,1770,1770,0,Oil on canvas,38,96.52,49.5,125.73,5,12.7,6.25,15.875,7.25,18.415,3.5,8.89,12135.4596,201.6125,163.70935,60.192,1,"Yale University Art Gallery, New Haven, CT, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1,1963,4,Twentieth-Century Painting and Sculpture,1913,1913,0,Collage,20,50.8,22.5,57.15,2.875,7.3025,3.25,8.255,5,12.7,3.25,8.255,2903.22,60.2821375,104.8385,48.16053512,0,"The Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1.1,1969,4,Twentieth-Century Painting and Sculpture,1913,1913,0,Collage,20,50.8,22.5,57.15,2.875,7.3025,3.25,8.255,5,12.7,3.25,8.255,2903.22,60.2821375,104.8385,48.16053512,0,"The Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",2,1977,4,Twentieth-Century Painting and Sculpture,1913,1913,0,Collage,20,50.8,22.5,57.15,3,7.62,3.5,8.89,5.75,14.605,3.25,8.255,2903.22,67.7418,120.564275,42.85714286,0,"The Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",3,1986,4,Twentieth-Century Painting and Sculpture,1913,1913,0,Collage,20,50.8,22.5,57.15,3,7.62,3.5,8.89,6.5,16.51,3.5,8.89,2903.22,67.7418,146.7739,42.85714286,0,"The Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",4,1991,4,Twentieth-Century Painting  ,1914,1914,0,"Collage of charcoal, gouache, pencil, ink, and pasted paper on cardboard",20.625,52.3875,25,63.5,4.125,10.4775,4.5,11.43,5.5,13.97,3.5,8.89,3326.60625,119.757825,124.1933,27.77777778,1,"The Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",5,1995,4,Twentieth-Century Painting  ,1914,1914,0,"Collage of charcoal, gouache, pencil, ink and pasted paper on cardboard",20.625,52.3875,25,63.5,4.125,10.4775,4.625,11.7475,5.375,13.6525,3.5,8.89,3326.60625,123.0844313,121.370725,27.02702703,1,"The Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",6,2001,4,Twentieth-Century Painting  ,1914,1914,0,"Collage of charcoal, gouache, pencil, ink, and pasted paper on cardboard",20.625,52.3875,25,63.5,4.125,10.4775,4.5,11.43,5.5,13.97,3.5,8.89,3326.60625,119.757825,124.1933,27.77777778,1,"Philadelphia Museum of Art, Philadelphia, PA, US",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,The Portuguese,7,2007,4,Towards Abstraction: The Modernist Revolution,1911,1911,0,Oil on canvas,45.875,116.5225,32.125,81.5975,5,12.7,3.375,8.5725,5.25,13.335,3.5,8.89,9507.944694,108.87075,118.54815,87.33240741,1,"Kunstmuseum, Basel",,,,,
Georges Braque,90,French,Male,White,Not Hispanic or Latinx,The Portuguese,8,2011,4,Towards Abstraction: The Modernist Revolution,1911,1911,0,Oil on canvas,45.875,116.5225,32.125,81.5975,5.75,14.605,3.875,9.8425,8.75,22.225,3.5,8.89,9507.944694,143.7497125,197.58025,66.14235624,1,"Kunstmuseum, Basel",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1,1963,4,Twentieth-Century Painting and Sculpture,1905,1905,0,"Oil on paper, mounted on canvas",45,114.3,31,78.74,5.125,13.0175,3.25,8.255,2.75,6.985,3.25,8.255,8999.982,107.4594625,57.661175,83.75234522,0,"Chrysler Museum of Art, Norfolk, VA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,The Old King,1,1963,4,Twentieth-Century Painting and Sculpture,1916,1937,0,Oil on canvas,30.25,76.835,21.25,53.975,10.25,26.035,7.125,18.0975,1.5,3.81,3.25,8.255,4147.169125,471.1684125,31.45155,8.801882756,1,"Carnegie Museum of Art, Pittsburgh, PA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1.1,1969,4,Twentieth-Century Painting and Sculpture,1905,1905,0,"Oil on paper, mounted on canvas",45,114.3,31,78.74,5.125,13.0175,3.25,8.255,2.75,6.985,3.25,8.255,8999.982,107.4594625,57.661175,83.75234522,0,"Chrysler Museum of Art, Norfolk, VA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,The Old King,1.1,1969,4,Twentieth-Century Painting and Sculpture,1916,1937,0,Oil on canvas,30.25,76.835,21.25,53.975,10.25,26.035,7.125,18.0975,1.5,3.81,3.25,8.255,4147.169125,471.1684125,31.45155,8.801882756,1,"Carnegie Museum of Art, Pittsburgh, PA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,2,1977,4,Twentieth-Century Painting and Sculpture,1905,1905,0,"Oil on paper, mounted on canvas",45,114.3,31,78.74,5.25,13.335,3.25,8.255,2.5,6.35,3.25,8.255,8999.982,110.080425,52.41925,81.75824176,0,"Collection Walter P. Chrysler, Jr., NY, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,The Old King,2,1977,4,Twentieth-Century Painting and Sculpture,1916,1937,0,Oil on canvas,30.25,76.835,21.25,53.975,10.125,25.7175,7.125,18.0975,1.5,3.81,3.25,8.255,4147.169125,465.4224563,31.45155,8.910547975,1,"Carnegie Museum of Art, Pittsburgh, PA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,3,1986,4,Twentieth-Century Painting and Sculpture,1905,1905,0,"Oil on paper, mounted on canvas",45,114.3,31,78.74,3.875,9.8425,2.5,6.35,2.5,6.35,3.5,8.89,8999.982,62.499875,56.4515,144,0,"Colletion Walter P. Chrysler, Jr., New York, NY, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,The Old King,3,1986,4,Twentieth-Century Painting and Sculpture,1916,1937,0,Oil on canvas,30.25,76.835,21.25,53.975,10.25,26.035,7,17.78,1.5,3.81,3.5,8.89,4147.169125,462.9023,33.8709,8.959059233,1,"Carnegie Museum of Art, Pittsburgh, PA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,4,1991,4,Twentieth-Century Painting  ,1905,1905,0,"Oil on paper, mounted on canvas",39,99.06,25.25,64.135,3.375,8.5725,2.125,5.3975,2.5,6.35,3.5,8.89,6353.2131,46.27006875,56.4515,137.3071895,1,"The Chrysler Museum, Norfolk, VA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,The Old King,4,1991,4,Twentieth-Century Painting  ,1916,1937,0,Oil on canvas,30.25,76.835,21.25,53.975,4.25,10.795,2.875,7.3025,1.25,3.175,3.5,8.89,4147.169125,78.8304875,28.22575,52.60869565,0,"Carnegie Museum of Art, Pittsburgh, PA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,5,1995,4,Twentieth-Century Painting  ,1905,1905,0,"Oil on paper, mounted on canvas",39,99.06,25.25,64.135,3.375,8.5725,2.125,5.3975,1.75,4.445,3.5,8.89,6353.2131,46.27006875,39.51605,137.3071895,1,"The Chrysler Museum, Norfolk, VA, US",,,,,
Georges Rouault,91,French,Male,White,Not Hispanic or Latinx,The Old King,5,1995,4,Twentieth-Century Painting  ,1916,1936,0,Oil on canvas,30.25,76.835,21.25,53.975,3.625,9.2075,2.5,6.35,2.5,6.35,3.5,8.89,4147.169125,58.467625,56.4515,70.93103448,1,"Carnegie Museum of Art, Pittsburgh, PA, US",,,,,
